commit_hash,author,timestamp,message,file_path,lines_added,lines_removed
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/random-forest.yaml,8,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/random-search.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/randomized-algorithms.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/recall.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/recurrent-neural-network.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/regression.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/regularization-methods.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/replay-methods.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/rollback.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/simulated-annealing.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/skipgram.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/supervised-learning.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/symbolic-ai.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/symbolic-regression.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/temporal-dependency.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/text-representation.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/tournament-selection.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/underfitting.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/unsupervised-learning.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/word-representation.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/en/aiml/word2vec.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/ab-testing.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/activation-function.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/adaptive-machine-learning-adaptive-ml.yaml,13,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/adaptive-random-forest-arf.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/artificial-neural-network.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/backpropagation.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/bayesian-optimization.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/bias-variance-trade-off.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/bloat.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/bootstrap-aggregating-bagging.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/classification.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/clustering.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/computational-complexity.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/concept-drift.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/confusion-matrix.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/continual-learning.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/convolutional-neural-network.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/cross-validation.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/crossover.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/data-cleaning.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/decision-tree.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/dimensionality-reduction.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/distribution-hypothesis.yaml,11,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/early-stopping.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/encoding-categorical-variables.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/ensemble-learning.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/ensembles.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/explainable-ai-xai.yaml,13,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/expression-tree.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/f1-score.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/feature-extraction.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/feature-scaling.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/fitness-function.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/generalization.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/genetic-programming.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/grid-search.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/hyperparameter-tuning.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/isolation-methods.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/k-nearest-neighbors-k-nn.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/las-vegas-algorithm.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/lexicase-selection.yaml,12,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/model-deployment.yaml,10,0
950982c0856441d2f5f04ce59b4d61457ddad098,ircalder-live,2026-01-09 22:46:07+13:00,"Burst 28: Integrated AIML domain (73 terms). Added bilingual localization files, domain lookup index, and ingestion scripts. Completed Gates 1–4 validation (Burst 28).",i18n/zh/aiml/model-serving.yaml,10,0
